Khalid Wazir
Khan Mohammad
Khurram Manzoor
Liaqat Ali
Mahmood Hamid
Mahmood Hussain
Majid Khan
Mansoor Akhtar
Mansoor Amjad*
Mansoor Rana
Manzoor Akhtar
Manzoor Elahi
Maqsood Ahmed
Maqsood Rana
Masood Anwar
Masood Iqbal
"Mathias, W"
Mir Hamza*
Miran Bakhsh
Misbah-ul-Haq
Mohammad Abbas*
Mohammad Akram
Mohammad Amir*
Mohammad Asif
Mohammad Aslam
Mohammad Ayub
Mohammad Farooq
Mohammad Hafeez*
Mohammad Hasnain*
Mohammad Hussain
Mohammad Ilyas
Mohammad Irfan*
Mohammad Khalil
Mohammad Munaf
Mohammad Nawaz*
Mohammad Ramzan
Mohammad Rizwan*
Mohammad Salman
Mohammad Sami
Mohammad Talha
Mohammad Wasim
Mohammad Yousuf
Mohammad Zahid
Mohammed Nazir
Mohsin Kamal
Mohsin Khan
Moin Khan
Moin-Ul-Atiq
Mudassar Nazar
Mufasir-Ul-Haq
Mujahid Jamshed
Mukhtar Ahmed
Munir Malik
Mushtaq Ahmed
Mushtaq Mohammad
Nadeem Abbasi
Nadeem Ghauri
Nadeem Khan
Naeem Ahmed
Naeem Ashraf
Najaf Shah
Naseer Malik
Nasim-Ul-Ghani
Nasir Jamshed
Nauman Anwar
Naumanullah
Naushad Ali
Naved Anjum
Naved Ashraf
Naved Latif
Naved-ul-Hasan
Nazar Mohammad
Niaz Ahmed
Pervez Mir
Pervez Sajjad
Qaiser Abbas
Qasim Omar
Rafatullah Mohmand
Rahat Ali*
Rameez Raja*
Ramiz Raja
Rashid Khan
Rashid Latif
Raza Hasan*
"Rehman, S F"
Riaz Afridi
Rizwan Ahmed
Rizwan-Uz-Zaman
Rumman Raees*
Saad Ali*
Saad Nasim*
Saadat Ali
Sadiq Mohammad
Saeed Ahmed
Saeed Ajmal
Saeed Anwar
Saeed Azad
Sahibzada Farhan*
Sajid Ali
Sajjad Akbar
Salahuddin
Saleem Altaf
Saleem Elahi
Saleem Malik
Saleem Pervez
Saleem Yousuf
Salim Jaffer
Salman Butt
Sami Aslam*
Samiullah Khan
Saqlain Mushtaq
Sarfaraz Ahmed*
Sarfraz Nawaz
Shabbir Ahmed
Shadab Kabir
Shadab Khan*
Shafiq Ahmed
Shafqat Rana
Shaheen Shah Afridi*
Shahid Afridi
Shahid Anwar
Shahid Israr
Shahid Mahboob
Shahid Mahmood
Shahid Nazir
Shahid Saeed
Shahzaib Hasan
Shakeel Ahmed
Shakeel Ahmed
Shakeel Ansar
Shakeel Khan
Shan Masood*
Sharjeel Khan*
"Sharpe, D A"
Shoaib Akhtar
Shoaib Khan
Shoaib Malik
Shoaib Mohammad
Shujauddin
Sikander Bakht
Sohaib Maqsood*
Sohail Fazal
Sohail Khan*
Sohail Tanvir
Syed Ali U Naqvi
Tahir Naqqash
Talat Ali
Tanvir Ahmed
Tanvir Mehdi
Taslim Arif
Taufeeq Umar
Tausif Ahmed
Umar Akmal*
Umar Amin*
Umar Gul*
Usman Salahuddin
Usman Shinwari*
Wahab Riaz*
Wajahatullah Wasti
Waqar Hasan
Waqar Younis
Waqas Maqsood*
Wasim Akram
Wasim Bari
Wasim Haider
Wasim Raja
Wazir Mohammad
Yasir Ali
Yasir Arafat
Yasir Hameed
Yasir Shah*
Younis Ahmed
Younis Khan
Zafar Gohar
Zafar Iqbal
Zaheer Abbas
Zahid Ahmed
Zahid Fazal
Zahoor Elahi
Zakir Khan
Zulfiqar Ahmed
Zulfiqar Babar*
Zulqarnain Haider
Zulquarnain
